Name,Type,Giver,Location,Material Required 1,Material Amount 1,Material Required 2,Material Amount 2,Material Required 3,Material Amount 3,Caption Start,Caption 2,Caption 3,Caption 4,Caption 5,Caption 6,Caption 7,Caption 8,Caption 9,Caption 10,Caption 11,Caption 12,Caption 13,Caption 14,Caption 15,Caption 16,Caption 17,Caption Complete,Shrine,ID,Menu Order,SortIndex,Type Sort
Messages from an Ancient Era,Side Adventure,Wortsworth,Lookout Landing,-,-,-,-,-,-,"A priceless stone tablet engraved with ancient
Hyrulean text has fallen from the sky into
Lookout Landing. Wortsworth, a scholar of
ancient Hyrulean, said he intends to decipher
the text by comparing it to ancient documents
left at the lab in Kakariko Village.

He's departed for the village in the southeast.","It's become clear that there are 13 stone
tablets documenting the age of legends. By
deciphering all of them, one could learn about
the lives of the royal family of that era, which
was not documented in any history book.
Capture the stone tablets in pictures, and show
them to Wortsworth in Kakariko Village. You still
need to capture .",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"You found all of the stone tablets and had
Wortsworth decipher the ancient Hyrulean.
Through these records of the ancient royal
family, you got a glimpse of the thoughts and
feelings of the people from that era. They seem
to have left a deep impression on Wortsworth.",-,ZonauReliefSearch,077,751,02
A Deal With the Statue,Side Adventure,Horned Statue,Royal Hidden Passage,-,-,-,-,-,-,"The Horned Statue you met in the Royal Hidden
Passage stole one of your Heart Containers
before offering you some sort of deal.

Perhaps you can get your essence back by
bargaining with it.",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"The Horned Statue returned the essence it
stole from you. It claims to be open to further
essence-related bargains. It will buy your
Heart Containers or Stamina Vessels for 100
rupees and sell back your choice of either of
them for 120 rupees.",-,StatueDevilTutorial,078,790,02
Who Goes There?,Side Adventure,Jerrin,Lookout Landing,-,-,-,-,-,-,"Jerrin says that sometimes she hears a scary
voice, like a demon's, coming from the
opening in the wall.

She's afraid that she may have awakened
a demon. This mystery seems worth
looking into...","Beyond the hole in the wall, there appeared to
be a hallway. You followed the voice and dug
through some rock to find a horned statue. Go
tell Jerrin the truth behind the voice she's
been hearing.",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"You told Jerrin that the voice belonged to a
horned statue. Now that Jerrin understands
where the voice was coming from, she has
returned to work.",-,LookingForTheVoiceLord,079,791,02
A Call from the Depths,Side Adventure,Mysterious Voice,Temple of Time Ruins,-,-,-,-,-,-,"A statue at the castle gates on the Great
Plateau guided you to the Temple of Time
Ruins. There, a mysterious voice gave you
instructions, but who is it?

It told you to throw four eyes into four chasms
and carry them to the place beneath the temple
where the voice is coming from.","A voice told you to throw four eyes into four
chasms and then carry them to the place
beneath the Temple of Time Ruins where the
voice is coming from.

You have thrown one eye into a chasm.","A voice told you to throw four eyes into four
chasms and then carry them to the place
beneath the Temple of Time Ruins where the
voice is coming from.

You have thrown .","A voice told you to throw four eyes into four
chasms and then carry them to the place
beneath the Temple of Time Ruins where the
voice is coming from.

You have thrown .","A voice told you to throw four eyes into four
chasms and then carry them to the place
beneath the Temple of Time Ruins where the
voice is coming from.

You have now thrown all four eyes into chasms.
All that remains is to carry them through the
Depths to the source of the voice.","A voice told you to throw four eyes into four
chasms and then carry them to the place
beneath the Temple of Time Ruins where the
voice is coming from.

You have now thrown of the eyes into
the chasms and brought of them to the
source of the voice.","A voice told you to throw four eyes into four
chasms and then carry them to the place
beneath the Temple of Time Ruins where the
voice is coming from.

You have now thrown of the eyes into
the chasms and brought of them to the
source of the voice.","A voice told you to throw four eyes into four
chasms and then carry them to the place
beneath the Temple of Time Ruins where the
voice is coming from.

You have now thrown of the eyes into
the chasms and brought of them to the
source of the voice.","A voice told you to throw four eyes into four
chasms and then carry them to the place
beneath the Temple of Time Ruins where the
voice is coming from.

You have now thrown of the eyes into
the chasms and brought of them to the
source of the voice.","A voice told you to throw four eyes into four
chasms and then carry them to the place
beneath the Temple of Time Ruins where the
voice is coming from.

You have now thrown of the eyes into
the chasms and brought of them to the
source of the voice.","A voice told you to throw four eyes into four
chasms, and then carry them to the place
beneath the Temple of Time Ruins where the
voice is coming from.

You have now thrown of the eyes into
the chasms and brought of them to the
source of the voice.","A voice told you to throw four eyes into four
chasms, and then carry them to the place
beneath the Temple of Time Ruins where the
voice is coming from.

You have now thrown all four eyes into the
chasms and brought of them to the
source of the voice.",-,-,-,-,-,"You have thrown all the eyes into the chasms
and carried them to the source of the voice.
Now, you can speak with the mysterious statue.",-,Connect_FirstIsland,080,792,02
Infiltrating the Yiga Clan,Side Adventure,Mimos,Yiga Clan Hideout,-,-,-,-,-,-,"It sounds like only Yiga Clan members can
enter the Yiga Clan hideout. To join the clan,
you need to visit the three branches and collect
the clan attire.

Mimos, who aims to join the clan so he can
learn some ""cool moves,"" has his eyes on the
tech lab in Akkala to the northeast...","You visited the three branches and collected
all of the pieces of Yiga Clan attire.

As long as you're wearing it, you should be able
to enter the Yiga Clan hideout.",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"You visited the three branches and collected
all of the pieces of Yiga Clan attire. 

Now you can come and go from the Yiga Clan
hideout as you please.",-,AssassinGerudoBase,081,801,02
The Yiga Clan Exam,Side Adventure,Yiga Blademaster,Yiga Blademaster Station,-,-,-,-,-,-,"You accepted the Yiga Clan blademaster test.

You must make an offering of mighty bananas
at five of the Yiga Clan-marked frog statues in
Gerudo Canyon. Remaining locations: .","You made offerings of mighty bananas at all
five frog statues in Gerudo Canyon. That fulfills
the conditions of the test.

Return to the Yiga Blademaster Station.",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"You passed the Yiga Clan blademaster test after
making offerings of mighty bananas at all of the
required frog statues in Gerudo Canyon.",-,GerudoCanyon_Adventure,082,802,02
Master Kohga of the Yiga Clan,Side Adventure,Kohga,Great Abandoned Central Mine,-,-,-,-,-,-,"You faced Master Kohga, head of the Yiga Clan,
in the Great Abandoned Central Mine. He plans
to use the power of the Zonai to end the world
with the Magnificent One. Could they be
involved with Zelda's disappearance? Kohga
went to the Abandoned Gerudo Mine. You can
go there by following a nearby series of
statues through the Depths.","You ran into Master Kohga, head of the Yiga
Clan, in the Great Abandoned Central Mine in
the Depths. He's dead set on getting his hands
on the power of the Zonai and bringing about
the end of the world with the Magnificent One.
Could this have something to do with Zelda's
disappearance? Master Kohga's next stop is
the Southwestern Abandoned Mine...","You successfully drove Master Kohga from the
Abandoned Gerudo Mine, and learned his true
aim. He plans to restore a powerful weapon for
""the man himself."" Pursue Kohga to the
Abandoned Lanayru Mine. A line of statues
stretching from one of the chasms either in the
Lanayru Wetlands or amidst the mountains
south of there will guide you to the mine.","You encountered Master Kohga a third time and
chased him from the Abandoned Lanayru Mine.
As he fled, he told you that he knows where the
Demon King is and plans to activate an
""ultimate weapon."" The Demon King may have
a clue to Zelda's whereabouts, so go catch
Kohga at the Abandoned Hebra Mine. There
may be a chasm that leads you straight to it...",-,-,-,-,-,-,-,-,-,-,-,-,-,"Your final showdown with Master Kohga at the
Abandoned Hebra Mine resulted in the revival
of the ultimate weapon—a giant construct.
You managed to defeat it, and Master Kohga
was last seen blasted skyward by his own hand,
his plot foiled. Though Zelda's whereabouts
remain unknown, you learned that the Demon
King lurks beneath Hyrule Castle...",-,MinusYiga,083,803,02
The Satori Mountain Crystal,Shrine Quest,Mysterious Voice,Satori Mountain,-,-,-,-,-,-,"It seems that you can enter a Shrine of Light if 
you offer up a crystal.

Follow the ray of light, and offer up the crystal
at the shrine.",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"You offered up the crystal you earned by
defeating the Hinox in a cave at the base of
Satori Mountain, and you can now enter the
Shrine of Light.

Enter the shrine in order to acquire the
Light of Blessing.",Usazum Shrine,CarryToShrine09,084,2191,03
The White Bird's Guidance,Shrine Quest,Laissa,Rito Village,-,-,-,-,-,-,"Laissa, a resident of Rito Village, can't seem to
recall the location of a cave she found a while
back. Apparently the cave contained a rock
matching the one wreathed in green light
beneath the village's general store.

If you ask Laissa again, she may have more
information that could lead you to the cave.","Laissa, a resident of Rito Village, can't seem
to recall the location of a cave she found a
while back. When you asked what she could
remember about it, she said that she saw a
white bird sitting atop the shadow of Vah
Medoh's perch at early morning. When she tried
to go after it, the bird was gone, and in its place
was the entrance to the cave.",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"You found the cave entrance that had slipped
from Laissa's memory. It seems that the spot
was marked by a patch of snow in the shape of
a bird, found atop the tip of the shadow of Vah
Medoh's perch at early morning.

Inside the cave, you found a Shrine of Light.",Wao-os Shrine,Rito_ShadowCave,085,2211,03
The Gisa Crater Crystal,Shrine Quest,Mysterious Voice,Gisa Crater,-,-,-,-,-,-,"It seems that you can enter a Shrine of Light if 
you offer up a crystal.

Follow the ray of light, and offer up the crystal
at the shrine.",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"You offered up the crystal hidden in the cave
in Gisa Crater, and you can now enter the
Shrine of Light.

Enter the shrine in order to acquire the
Light of Blessing.",Ikatak Shrine,CarryToShrine02,086,2290,03
The North Hebra Mountains Crystal,Shrine Quest,Mysterious Voice,Hebra Mountains,-,-,-,-,-,-,"It seems that you can enter a Shrine of Light if 
you offer up a crystal.

Follow the ray of light, and offer up the crystal
at the shrine.",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"You offered up the crystal you earned by
defeating the Frost Talus hidden north of the
Hebra Mountains, and you can now enter the
Shrine of Light.

Enter the shrine in order to acquire the
Light of Blessing.",Sisuran Shrine,CarryToShrine15,087,2291,03
